681.871094,612.382812,0
710.871094,602.382812,0
745.273438,597.167969,0
783.847656,598.210938,0
796.359375,599.253906,0
813.039062,601.339844,0
826.593750,603.421875,0
840.144531,604.464844,0
849.875000,605.160156,0
868.640625,594.734375,0
884.277344,580.140625,0
907.214844,567.628906,0
937.796875,553.035156,0
987.835938,530.097656,0
1039.960938,506.121094,0
1077.492188,487.355469,0
1103.558594,472.761719,0
1113.980469,466.503906,0
1127.535156,459.207031,0
1140.046875,453.996094,0
1166.109375,439.398438,0
1213.023438,414.378906,0
1267.234375,387.273438,0
1305.808594,371.636719,0
1336.039062,360.167969,0
1366.273438,353.914062,0
1381.910156,352.871094,0
1421.093750,357.039062,0
1429.433594,363.296875,0
1435.691406,369.550781,0
1442.988281,381.019531,0
1445.074219,395.613281,0
1446.117188,418.550781,0
1434.648438,448.781250,0
1410.667969,483.187500,0
1379.394531,515.503906,0
1338.734375,548.863281,0
1288.695312,579.097656,0
1232.398438,603.078125,0
1168.804688,618.714844,0
1093.742188,628.097656,0
1018.679688,626.707031,0
984.679688,617.707031,0
910.312500,589.210938,0
854.015625,556.894531,0
823.781250,537.085938,0
798.761719,520.406250,0
773.742188,503.722656,0
756.019531,492.257812,0
740.382812,481.832031,0
729.957031,475.574219,0
717.445312,466.191406,0
711.191406,462.023438,0
703.890625,455.769531,0
699.722656,451.597656,0
695.550781,447.425781,0
693.468750,444.648438,0
695.550781,432.136719,0
716.402344,412.328125,0
740.382812,397.734375,0
792.507812,371.671875,0
841.507812,353.949219,0
896.761719,340.394531,0
970.777344,325.800781,0
1094.839844,308.078125,0
1218.902344,296.609375,0
1347.132812,295.566406,0
1434.703125,300.777344,0
1517.410156,329.273438,0
1568.496094,365.761719,0
1599.769531,388.699219,0
1630.003906,415.804688,0
1641.472656,431.441406,0
1648.769531,447.078125,0
1656.066406,477.312500,0
1625.832031,572.183594,0
1596.640625,610.757812,0
1538.261719,672.265625,0
1497.601562,706.667969,0
1436.093750,746.285156,0
1367.285156,777.562500,0
1301.609375,799.453125,0
1249.480469,809.878906,0
1135.847656,808.835938,0
1082.675781,794.242188,0
1021.167969,766.093750,0
973.210938,742.113281,0
924.214844,717.093750,0
893.980469,700.414062,0
861.660156,680.605469,0
843.937500,667.054688,0
829.343750,650.371094,0
823.089844,637.863281,0
700.070312,663.925781,0
650.722656,672.960938,0
596.511719,677.128906,0
520.406250,678.171875,0
414.070312,676.089844,0
388.007812,675.046875,0
367.156250,674.003906,0
354.644531,676.089844,0
357.773438,692.769531,0
370.285156,709.449219,0
398.433594,736.554688,0
433.878906,765.746094,0
498.515625,803.277344,0
579.832031,838.722656,0
655.937500,860.617188,0
752.890625,875.210938,0
839.421875,876.253906,0
906.144531,872.082031,0
947.843750,861.656250,0
996.843750,848.105469,0
1039.585938,835.593750,0
1079.203125,823.085938,0
1104.222656,814.746094,0
1134.457031,804.320312,0
1150.093750,798.062500,0
1162.605469,791.808594,0
1168.164062,786.945312,0
1172.335938,777.562500,0
1173.375000,769.218750,0
1172.335938,735.859375,0
1171.292969,721.265625,0
1169.207031,701.457031,0
1163.992188,673.308594,0
1148.355469,630.566406,0
1125.421875,577.394531,0
1094.144531,522.140625,0
1054.527344,459.589844,0
1012.828125,418.585938,0
1004.828125,412.585938,0
969.382812,384.437500,0
945.054688,367.753906,0
915.867188,348.992188,0
892.929688,333.351562,0
867.910156,319.800781,0
839.761719,313.542969,0
779.292969,319.800781,0
744.890625,334.394531,0
696.933594,361.500000,0
658.363281,390.691406,0
632.296875,413.625000,0
612.144531,437.257812,0
598.589844,460.191406,0
591.292969,482.085938,0
589.207031,512.320312,0
590.250000,544.636719,0
612.144531,596.765625,0
639.250000,646.804688,0
672.609375,698.929688,0
711.183594,746.886719,0
749.757812,785.460938,0
779.988281,809.437500,0
821.691406,838.628906,0
864.433594,863.652344,0
901.964844,882.417969,0
928.027344,894.925781,0
958.609375,904.656250,0
984.671875,908.828125,0
1028.457031,905.699219,0
1044.097656,898.402344,0
1061.820312,885.890625,0
1077.457031,873.382812,0
1095.179688,857.742188,0
1113.945312,835.851562,0
1128.539062,817.085938,0
1145.222656,791.019531,0
